Numer pytania,Pytanie,Odpowiedź A,Odpowiedź B,Odpowiedź C,Pytanie ENG,Odpowiedź ENG A,Odpowiedź ENG B,Odpowiedź ENG C,Pytanie DE,Odpowiedź DE A,Odpowiedź DE B,Odpowiedź DE C,Poprawna odp,Media,Zakres struktury,Liczba punktów,Kategorie,Nazwa bloku,Nazwa media tłumaczenie migowe (PJM) treść pyt,Nazwa media tłumaczenie migowe (PJM) treść odp A,Nazwa media tłumaczenie migowe (PJM) treść odp B,Nazwa media tłumaczenie migowe (PJM) treść odp C,Nazwa media tłumaczenie migowe (SJM) treść pyt,Nazwa media tłumaczenie migowe (SJM) treść odp A,Nazwa media tłumaczenie migowe (SJM) treść odp B,Nazwa media tłumaczenie migowe (SJM) treść odp C
11020,Od którego momentu rozpoczyna się okres zatrzymania prawa jazdy za przekroczenie dozwolonej prędkości na obszarze zabudowanym o więcej niż 50 km/h?,Od chwili wystawienia kierowcy pokwitowania zatrzymania prawa jazdy.,Od chwili przesłania przez organ zatrzymujący prawo jazdy informacji do Centralnej Ewidencji Kierowców.,Początkiem okresu jest właściwa data zwrotu dokumentu do organu właściwego w sprawach wydawania dokumentów stwierdzających uprawnienia do kierowania pojazdami.,When does the retention period of a driving licence for exceeding the speed limit in a built-up area by more than 50 km/h start?,From the moment the driver is issued with the driver's licence retention receipt.,From the moment information is sent to the Central Driver's Register by the authority withholding the licence.,The period begins on the date of return of the document to the authority competent to issue documents certifying competence to drive.,Von welchem Moment beginnt die Einbehaltsfrist des Führerscheins für die Überschreitung der zulässigen Geschwindigkeit in geschlossener Ortschaft um mehr als 50 km/h?,Vom Ausstellungsmoment der Einbehaltsquittung des Führerscheins.,Vom Übersenden durch das einbehaltende Organ der Informatiom an das Zentrale Fahrerregister.,Die Frist beginnt mit dem eigentlichen Übergabedatum des Dokuments an das zuständige Organ für die Ausstellung der bescheinigenden Dokumente für die Fahrzeugführung.,C,,SPECJALISTYCZNY,2,"A,B,C,D",C7,,,,,,,,
11021,"Jakie konsekwencje grożą kierującemu za przekroczenie dozwolonej prędkości o więcej niż 50 km/h na obszarze zabudowanym, który będzie kierował pojazdem silnikowym mimo decyzji o zatrzymaniu prawa jazdy?","Starosta wyda decyzję administracyjną o przedłużeniu okresu, na który zatrzymano prawo jazdy do 6 miesięcy,","starosta wyda decyzję administracyjną o przedłużeniu okresu, na który zatrzymano prawo jazdy o 6 miesięcy od chwili ujawnienia czynu,","Starosta wyda decyzję administracyjną o przedłużeniu okresu, na który zatrzymano prawo jazdy do 1 roku",What are the consequences for a driver who exceeds the speed limit by more than 50 km/h in a built-up area and who drives a motor vehicle despite a licence retention decision?,"The starost will issue an administrative decision to extend the driving licence retention period to 6 months,","The starost will issue an administrative decision to extend the driving licence retention period by 6 months from the date of disclosure of the offence,",The starost will issue an administrative decision to extend the driving licence retention period to 1 year,"Welche Konsequenzen drohen einem Fahrer eines Kraftfahrzeugs, der wider des Einbehaltsbescheids des Führerscheins die zulässige Höchstgeschwindigkeit in geschlossener Ortschaft um mehr als 50 km/h überschreitet?",Der Landrat erlässt den Verwaltungsbescheid bezüglich der Verlängerung der Einbehaltsfrist des Führerscheins auf 6 Monate.,Der Landrat erlässt den Verwaltungsbescheid bezüglich der Verlängerung der Einbehaltsfrist des Führerscheins auf 6 Monate von Ermittlung der Tat.,Der Landrat erlässt den Verwaltungsbescheid bezüglich der Verlängerung der Einbehaltsfrist des Führerscheins auf 1 Jahr.,A,,SPECJALISTYCZNY,2,"A,B,C,D",C7,,,,,,,,
11022,W jakim przypadku nie zostanie zatrzymane prawo jazdy za przekroczenie dozwolonej prędkości o więcej niż 50 km/h na obszarze zabudowanym?,Jeżeli kierujący pojazdem dopuścił się naruszenia działając w celu uchylenia bezpośredniego niebezpieczeństwa grożącego dobru chronionemu prawem.,Jeżeli jadący z tyłu kierowca drugim pojazdem za pomocą świateł ostrzegawczych i sygnału dźwiękowego dawał znaki do zwiększenia prędkości.,Jeżeli kierujący zwiększył prędkość w celu szybszego zjechania ze skrzyżowania dróg przy świecącym się sygnale zielonym.,In what circumstance will the driving licence not be withheld for exceeding the speed limit by more than 50 km/h in a built-up area?,If the driver of the vehicle has committed an infringement in order to ward off an imminent danger to an asset protected by law.,If the driver of the vehicle behind uses warning lights and sound signals to indicate a need to increase speed.,If the driver increased speed so as to quickly exit the intersection of roads while the green signal lights are on.,In welchem Fall wird der Führerschein für die Überschreitung der zulässigen Höchstgeschwindigkeit um mehr als 50 km/h in geschlossener Ortschaft nicht einbehalten?,"Falls der Fahrer den Verstoß begangen hat, um eine direkte Gefahr für ein gesetzlich geschütztes Gut abzuwenden.",Falls der hinter ihm fahrende Fahrer mit Warnlicht und Hupe ihm Signale für schnellere Fahrt gab.,"Falls der hinter ihm fahrende Fahrer seine Geschwindigkeit erhöhte, um eine Straßenkreuzung bei grüner Ampel schneller zu verlassen.",A,,SPECJALISTYCZNY,2,"B,C,D",C7,,,,,,,,
11023,"Co grozi kierowcy, który samochodem ciężarowym przewozi o dwie osoby więcej od liczby miejsc wpisanej w dowodzie rejestracyjnym pojazdu?",Zatrzymanie prawa jazdy na okres 3 miesięcy.,Zatrzymanie prawa jazdy na okres 3 miesięcy i kontrolne sprawdzenie kwalifikacji.,Zatrzymanie prawa jazdy na okres 6 miesięcy.,What is the penalty for a driver who transports two more passengers in a lorry than the number of seats specified in the vehicle registration document?,Retention of the driving licence for 3 months.,Retention of the driving licence for 3 months and review of qualification.,Retention of the driving licence for 6 months.,"Was droht einem Fahrer, der in einem LkW mehr als zwei Personen über die im Fahrzeugschein angegebene Anzahl transportiert?",Einbehalt des Führerscheins für 3 Monate.,Einbehalt des Führerscheins für 3 Monate und eine Qualifikationsprüfung.,Einbehalt des Führerscheins für 6 Monate.,A,,SPECJALISTYCZNY,2,"B,C",C7,,,,,,,,
11024,"Co grozi kierowcy autobusu, z wyłączeniem autobusu publicznego transportu zbiorowego w gminach z przewidzianymi miejscami stojącymi, za przewóz więcej niż pięciu osób od liczby miejsc wpisanej w dowodzie rejestracyjnym pojazdu?",Zatrzymanie prawa jazdy na okres 3 miesięcy.,Kontrolne sprawdzenie kwalifikacji.,Mandat karny w wysokości 500 zł i 10 punktów karnych.,"What is the penalty for a bus driver, excluding a public mass transport bus in municipalities with a designated standing capacity, for transporting five persons more than the number of seats specified in the vehicle registration document?",Retention of the driving licence for 3 months.,Control review of qualifications.,A fine of PLN 500 and 10 penalty points.,"Was droht einem Busfahrer, ausgenommen Bus öffentlichen Sammeltransports in Gemeinden mit vorgesehenen Stehplätzen, für den Transport von mehr als fünf Personen von der im Fahrzeugschein angegebenen Anzahl der Plätze?",Einbehalt des Führerscheins für 3 Monate.,Kontrollmäßige Qualifikationsprüfung.,Strafzettel in Höhe von 500 PLN und 10 Strafpunkte.,A,,SPECJALISTYCZNY,2,"B,C,D",C7,,,,,,,,
11025,"Jakie warunki musisz spełnić, żeby po skończonym okresie zatrzymania nieprzekraczającym roku odzyskać prawo jazdy?",Uiścić opłatę ewidencyjną i przedstawić pokwitowanie zatrzymania prawa jazdy.,Zdać ponownie egzamin państwowy z części teoretycznej i praktycznej.,Uiścić opłatę ewidencyjną i zdać egzamin państwowy z części teoretycznej.,What conditions must be met in order to regain your driving licence after a retention period of no more than one year?,Pay the registration fee and present a driving licence retention receipt.,Pass the state examination again both in theory and in practice.,Pay the registration fee and pass the theoretical part of the state examination.,"Welche Bedingungen muss man erfüllen, um nach einer Einbehaltsfrist bis zu einem Jahr seinen Führerschein wieder zu bekommen?",Registergebühr entrichten und die Einbehaltsquittung des Führerscheins vorlegen.,Die staatliche Prüfung in Theorie und Praxis erneut ablegen.,Registergebühr entrichten und die staatliche Prüfung in Theorie ablegen.,A,,SPECJALISTYCZNY,2,"A,B,C,D",C7,,,,,,,,
11026,"Czy na tym odcinku drogi, kierując motorowerem, masz prawo używać świateł mijania?",,,,Are you entitled to use dipped-beam headlights on this section of road when driving a moped?,,,,Dürfen Sie auf dieser Strecke beim Mopedfahren Abblendlicht gebrauchen?,,,,T,"14, 35, 40, 44.wmv",PODSTAWOWY,1,AM,W14,,,,,,,,
11027,"Czy w tych warunkach drogowych, kierujący motorowerem może używać świateł drogowych?",,,,"In these road conditions, can a moped driver use the high beam lights?",,,,Darf der Mopedfahrer in diesen Verkehrbedingungen Fernlicht gebrauchen?,,,,N,"31, 41, 45.wmv",PODSTAWOWY,1,AM,W14,,,,,,,,
11028,"Chcesz przewieźć dziecko na przednim siedzeniu pojazdu samochodowego wyposażonego w przednią poduszkę dla pasażera, która jest aktywna. W jaki sposób możesz to zrobić?",W foteliku bezpieczeństwa tyłem do kierunku jazdy.,W foteliku bezpieczeństwa przodem do kierunku jazdy.,W innym urządzeniu przytrzymującym dziecko tyłem do kierunku jazdy.,You want to transport a child in the front seat of a vehicle fitted with a front passenger airbag that is active. How would you proceed?,Carry the child in a rearward-facing safety seat.,Carry the child in a forward-facing safety seat.,Carry the child in another rearward-facing child restraint system.,"Sie möchten ein Kind auf dem Vorddersitz eines mit einem Beifahrer-Airbag augestatteten PkWs transportieren, der aktiv ist. Wie sollen Sie dies tun?",Im Kindersitz rückwärts zur Fahrtrichtung.,Im Kindersitz in der Fahrtrichtung.,In einem anderen das Kind festhaltenden Gerät rückwärts zur Fahrtrichtung.,B,,SPECJALISTYCZNY,2,"B,C,D,B1,C1,D1",B7,,,,,,,,
11029,Dokumentem stwierdzającym dopuszczenie do ruchu motocykla jest:,dowód rejestracyjny,prawo jazdy,dowód osobisty,The document certifying that a motorbike has been approved for use is:,a registration document,a driving licence,an identity card,Das Zulassungsdokument für ein Motorrad ist:,der Fahrzeugschein,der Führerschein,der Personalausweis,A,,SPECJALISTYCZNY,1,A,A8,,,,,,,,
11031,"Motocykl zarejestrowany za granicą dopuszcza się do ruchu, jeżeli odpowiada wymaganym warunkom technicznym i jest zaopatrzony w tablice rejestracyjne z numerem rejestracyjnym, składającym się z liter alfabetu łacińskiego i cyfr arabskich, a kierujący pojazdem ma przy sobie:",dokument stwierdzający dokonanie rejestracji;,paszport,kartę stałego pobytu,"A motorbike registered abroad is approved for use in road traffic if it meets the relevant technical requirements and has a registration plate with number consisting of letters of the Latin alphabet and Arabic numerals, and the driver possesses:",a document confirming the registration;,a passport,permanent residence card,"Ein im Ausland zugelassenes Motorrad wird zum Verkehr zugelassen, wenn es technischen Bedingungen entspricht und mit einem Nummernschild mit dem KfZ-Kennzeichen ausgestattet ist, das aus lateinischen Buchstaben und arabischen Ziffern besteht und der Motorradfahrer ebenfalls besitzt:",ein die Zulassung bestätigendes Dokument,einen Pass,eine Aufenthaltskarte,A,,SPECJALISTYCZNY,1,A,A8,,,,,,,,
11033,"Zatrzymanie dowodu rejestracyjnego motocykla zarejestrowanego w Polsce, który nie został poddany badaniu technicznemu w wyznaczonym terminie, następuje poprzez:",Zatrzymanie okazanego dokumentu podczas kontroli drogowej.,Wprowadzenie informacji o zatrzymaniu dowodu rejestracyjnego do centralnej ewidencji pojazdów.,Zawiadomienie właściwego starosty.,Retention of the registration document of a motorbike registered in Poland which has not undergone a technical examination within the prescribed period shall be effected by:,Retention of the document presented during a roadside inspection.,Entering information on the retention of the registration document in the central register of vehicles.,Notification to the competent Starost Office.,"Der Einbehalt des Fahrzeugscheins eines in Polen  zugelassenen Motorrads, das der Pflichtuntersuchung zum festgelegten Datum nicht unterzogen wurde, wird folgendermaßen realisiert:",Einbehalt des während der Verkehrskontrolle vorgezeigten Dokuments,Einführung der Information bezüglich des einbehaltenen Fahrzeugscheins ins Zentrale Fahrzeugregister,Benachrichtigung des zuständigen Landrats,B,,SPECJALISTYCZNY,1,A,A8,,,,,,,,
11034,Gdzie można odebrać zatrzymany dowód rejestracyjny motocykla zarejestrowanego za granicą?,W jednostce Policji.,W jednostce Straży Miejskiej.,We właściwym miejscowo starostwie.,Where can one collect the retained registration document of a motorbike registered abroad?,At a police station.,At a Municipal police station.,At the relevant Starost Office.,Wo kann der einbehaltene Fahrzeugschein eines im Ausland zugelassenen Motorrads abgeholt werden?,auf einer Polizeiwache,in einem Büro der Stadtpolizei,im zuständigen Landratsamt,A,,SPECJALISTYCZNY,1,A,A8,,,,,,,,
11035,"Zatrzymany dowód rejestracyjny motocykla zarejestrowanego za granicą, w związku ze stwierdzeniem, że pojazd narusza wymagania ochrony środowiska, pozostawia się w jednostce Policji, Straży Granicznej albo Krajowej Administracji Skarbowej:",Przez okres 5 dni.,Przez okres 7 dni.,Przez okres 10 dni.,"A confiscated registration document of a motorbike registered abroad, due to a finding that the vehicle violates the environmental protection requirements, is deposited with the Police, Border Guard or National Revenue Administration:",For 5 days.,For 7 days.,For 10 days.,"Der einbehaltene Fahrzeugschein eines im Ausland zugelassenen Motorrads wird im Zusammenhang mit der Feststellung, dass das Fahrzeug gegen die Umweltschutznormen verstößt an einer Polizeiwache, im  Büro des Grenzschutzes bzw. der Staatlichen Finanzverwaltung hinterlassen:",für eine Frist von 5 Tagen,für eine Frist von 7 Tagen,für eine Frist von 10 Tagen,B,,SPECJALISTYCZNY,1,A,A8,,,,,,,,
11036,"Pomimo braku obowiązku posiadania podczas jazdy dowodu rejestracyjnego, właściciel motocykla zarejestrowanego na terytorium RP:",Nie ma obowiązku poddawania motocykla okresowym badaniom technicznym.,Poddaje motocykl okresowym badaniom technicznym po dwóch latach od daty pierwszej rejestracji.,Poddaje motocykl okresowym badaniom technicznym po trzech latach od daty pierwszej rejestracji.,"Despite the fact that there is no obligation to carry a vehicle registration document when driving, the owner of a motorbike registered in the territory of Poland:",Is not obliged to periodically perform technical inspections on the motorbike.,Shall periodically subject the motorbike to technical inspections after two years from the date of first registration.,Shall periodically subject the motorbike to technical inspections after three years from the date of first registration.,Auch ohne Mitführpflicht eines Fahrzeugsscheins während der Fahrt der Eigentümer eines auf dem Territorium der Republik Polen zugelassenen Motorrads:,braucht das Motorrad keinen periodischen technischen Untersuchungen zu unterziehen,soll das Motorrad periodischen technischen Untersuchungen nach 2 Jahren von der ersten Zulassung unterziehen,soll das Motorrad periodischen technischen Untersuchungen nach 3 Jahren von der ersten Zulassung unterziehen,C,,SPECJALISTYCZNY,1,A,A8,,,,,,,,
